companyName,employees,industry,linkedin_id,page,revenue,source_url,url
"UDIT, Universidad de Diseño, Innovación y Tecnología",663 empleados,Enseñanza superior,993965,[25],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=25&savedSearchId=1980479034&sessionId=N%2BDUgkYXR2qmDFvy8uHI8Q%3D%3D,https://www.linkedin.com/company/993965/
Brico Depôt Iberia (Grupo Kingfisher),1 mil+ empleado,Comercio al por menor,1379275,[25],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=25&savedSearchId=1980479034&sessionId=N%2BDUgkYXR2qmDFvy8uHI8Q%3D%3D,https://www.linkedin.com/company/1379275/
Lacer,635 empleados,Fabricación de productos farmacéuticos,91888,[25],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=25&savedSearchId=1980479034&sessionId=N%2BDUgkYXR2qmDFvy8uHI8Q%3D%3D,https://www.linkedin.com/company/91888/
Eptisa,1 mil+ empleado,Servicios de ingeniería,58794,[25],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=25&savedSearchId=1980479034&sessionId=N%2BDUgkYXR2qmDFvy8uHI8Q%3D%3D,https://www.linkedin.com/company/58794/
Educo ONG,879 empleados,Organizaciones sin ánimo de lucro,3495714,[25],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=25&savedSearchId=1980479034&sessionId=N%2BDUgkYXR2qmDFvy8uHI8Q%3D%3D,https://www.linkedin.com/company/3495714/
Kids&Us Language School,"3,5 mil+ empleados",Educación,2398775,[25],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=25&savedSearchId=1980479034&sessionId=N%2BDUgkYXR2qmDFvy8uHI8Q%3D%3D,https://www.linkedin.com/company/2398775/
Grupo Global Exchange,"1,5 mil+ empleado",Servicios financieros,2516416,[25],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=25&savedSearchId=1980479034&sessionId=N%2BDUgkYXR2qmDFvy8uHI8Q%3D%3D,https://www.linkedin.com/company/2516416/
atmira,784 empleados,Servicios y consultoría de TI,424555,[25],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=25&savedSearchId=1980479034&sessionId=N%2BDUgkYXR2qmDFvy8uHI8Q%3D%3D,https://www.linkedin.com/company/424555/
Iberojet,488 empleados,Aeronáutica y aviación,5059161,[25],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=25&savedSearchId=1980479034&sessionId=N%2BDUgkYXR2qmDFvy8uHI8Q%3D%3D,https://www.linkedin.com/company/5059161/
TYLin in Europe + LATAM,547 empleados,Ingeniería civil,548400,[25],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=25&savedSearchId=1980479034&sessionId=N%2BDUgkYXR2qmDFvy8uHI8Q%3D%3D,https://www.linkedin.com/company/548400/
EDEM Escuela de Empresarios,650 empleados,Formación profesional y coaching,2611630,[26],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=26&savedSearchId=1980479034&sessionId=Q%2FLFQhiPQuS3glKyk3MBlw%3D%3D,https://www.linkedin.com/company/2611630/
Euroleague Basketball,341 empleados,Espectáculos deportivos,62961,[26],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=26&savedSearchId=1980479034&sessionId=Q%2FLFQhiPQuS3glKyk3MBlw%3D%3D,https://www.linkedin.com/company/62961/
Health in Code Group,223 empleados,Investigación biotecnológica,3848661,[26],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=26&savedSearchId=1980479034&sessionId=Q%2FLFQhiPQuS3glKyk3MBlw%3D%3D,https://www.linkedin.com/company/3848661/
CL GRUPO INDUSTRIAL,608 empleados,Fabricación de maquinaria industrial,336934,[26],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=26&savedSearchId=1980479034&sessionId=Q%2FLFQhiPQuS3glKyk3MBlw%3D%3D,https://www.linkedin.com/company/336934/
Movistar Prosegur Alarmas,1 mil+ empleado,Seguridad e investigación,75168284,[26],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=26&savedSearchId=1980479034&sessionId=Q%2FLFQhiPQuS3glKyk3MBlw%3D%3D,https://www.linkedin.com/company/75168284/
W2M WORLD2MEET,1 mil+ empleado,Organización de viajes,10411926,[26],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=26&savedSearchId=1980479034&sessionId=Q%2FLFQhiPQuS3glKyk3MBlw%3D%3D,https://www.linkedin.com/company/10411926/
Fundación Hospitalarias,1 mil+ empleado,Hospitales y atención sanitaria,10999512,[26],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=26&savedSearchId=1980479034&sessionId=Q%2FLFQhiPQuS3glKyk3MBlw%3D%3D,https://www.linkedin.com/company/10999512/
Universitat Ramon Llull,396 empleados,Enseñanza superior,15251081,[26],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=26&savedSearchId=1980479034&sessionId=Q%2FLFQhiPQuS3glKyk3MBlw%3D%3D,https://www.linkedin.com/company/15251081/
Horse Technologies,2 mil+ empleados,Fabricación de motores y equipos de transmisión de energía,94814592,[26],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=26&savedSearchId=1980479034&sessionId=Q%2FLFQhiPQuS3glKyk3MBlw%3D%3D,https://www.linkedin.com/company/94814592/
Kantox,327 empleados,Servicios financieros,1871617,[26],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=26&savedSearchId=1980479034&sessionId=Q%2FLFQhiPQuS3glKyk3MBlw%3D%3D,https://www.linkedin.com/company/1871617/
The Valley Business & Tech School,383 empleados,Enseñanza superior,2320708,[26],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=26&savedSearchId=1980479034&sessionId=Q%2FLFQhiPQuS3glKyk3MBlw%3D%3D,https://www.linkedin.com/company/2320708/
Universitat Jaume I,"1,5 mil+ empleado",Enseñanza superior,45473,[26],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=26&savedSearchId=1980479034&sessionId=Q%2FLFQhiPQuS3glKyk3MBlw%3D%3D,https://www.linkedin.com/company/45473/
Grupo DKV,"1,5 mil+ empleado",Seguros,80480,[26],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=26&savedSearchId=1980479034&sessionId=Q%2FLFQhiPQuS3glKyk3MBlw%3D%3D,https://www.linkedin.com/company/80480/
Lucta,682 empleados,Fabricación de productos químicos,119343,[26],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=26&savedSearchId=1980479034&sessionId=Q%2FLFQhiPQuS3glKyk3MBlw%3D%3D,https://www.linkedin.com/company/119343/
Ilustre Colegio de la Abogacía de Madrid,"1,5 mil+ empleado",Despachos de abogados,9473159,[26],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=26&savedSearchId=1980479034&sessionId=Q%2FLFQhiPQuS3glKyk3MBlw%3D%3D,https://www.linkedin.com/company/9473159/
DRAGADOS OFFSHORE,1 mil+ empleado,Construcción,143021,[26],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=26&savedSearchId=1980479034&sessionId=Q%2FLFQhiPQuS3glKyk3MBlw%3D%3D,https://www.linkedin.com/company/143021/
Palex España,835 empleados,Hospitales y atención sanitaria,794263,[26],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=26&savedSearchId=1980479034&sessionId=Q%2FLFQhiPQuS3glKyk3MBlw%3D%3D,https://www.linkedin.com/company/794263/
Ávoris Corporación Empresarial,908 empleados,Organización de viajes,25052198,[26],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=26&savedSearchId=1980479034&sessionId=Q%2FLFQhiPQuS3glKyk3MBlw%3D%3D,https://www.linkedin.com/company/25052198/
Universidad Católica de Valencia San Vicente Mártir,"1,5 mil+ empleado",Enseñanza superior,346246,[26],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=26&savedSearchId=1980479034&sessionId=Q%2FLFQhiPQuS3glKyk3MBlw%3D%3D,https://www.linkedin.com/company/346246/
Varma,383 empleados,Servicios de alimentos y bebidas,320818,[26],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=26&savedSearchId=1980479034&sessionId=Q%2FLFQhiPQuS3glKyk3MBlw%3D%3D,https://www.linkedin.com/company/320818/
"Ministerio de Agricultura, Pesca y Alimentación",1 mil+ empleado,Administración pública,18334013,[26],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=26&savedSearchId=1980479034&sessionId=Q%2FLFQhiPQuS3glKyk3MBlw%3D%3D,https://www.linkedin.com/company/18334013/
ILUNION Hotels,940 empleados,Hostelería,1603033,[26],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=26&savedSearchId=1980479034&sessionId=Q%2FLFQhiPQuS3glKyk3MBlw%3D%3D,https://www.linkedin.com/company/1603033/
A&G,835 empleados,Servicios financieros,572858,[26],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=26&savedSearchId=1980479034&sessionId=Q%2FLFQhiPQuS3glKyk3MBlw%3D%3D,https://www.linkedin.com/company/572858/
Zemsania Global Group,251 empleados,Servicios y consultoría de TI,627511,[26],100 mills. US$ - 500 mills. US$,https://www.linkedin.com/sales/search/company?page=26&savedSearchId=1980479034&sessionId=Q%2FLFQhiPQuS3glKyk3MBlw%3D%3D,https://www.linkedin.com/company/627511/
Iberchem,572 empleados,Fabricación de productos químicos,1198782,[26],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=26&savedSearchId=1980479034&sessionId=Q%2FLFQhiPQuS3glKyk3MBlw%3D%3D,https://www.linkedin.com/company/1198782/
Fundació Pere Tarrés,"1,5 mil+ empleado",Organizaciones sin ánimo de lucro,889015,[27],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=27&savedSearchId=1980479034&sessionId=yAkcMQFWTnmujx%2F%2Fj8ioSQ%3D%3D,https://www.linkedin.com/company/889015/
SHA,845 empleados,Servicios de bienestar y mantenimiento físico,566040,[27],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=27&savedSearchId=1980479034&sessionId=yAkcMQFWTnmujx%2F%2Fj8ioSQ%3D%3D,https://www.linkedin.com/company/566040/
MERLIN Properties,242 empleados,Alquiler de bienes inmuebles no residenciales,14024479,[27],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=27&savedSearchId=1980479034&sessionId=yAkcMQFWTnmujx%2F%2Fj8ioSQ%3D%3D,https://www.linkedin.com/company/14024479/
Primafrio,"1,5 mil+ empleado","Transporte, logística, cadena de suministro y almacenamiento",9330697,[27],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=27&savedSearchId=1980479034&sessionId=yAkcMQFWTnmujx%2F%2Fj8ioSQ%3D%3D,https://www.linkedin.com/company/9330697/
Bankia,"3,5 mil+ empleados",Banca,2217429,[27],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=27&savedSearchId=1980479034&sessionId=yAkcMQFWTnmujx%2F%2Fj8ioSQ%3D%3D,https://www.linkedin.com/company/2217429/
Euroinnova International Online Education,237 empleados,Enseñanza superior,15134582,[27],100 mills. US$ - 500 mills. US$,https://www.linkedin.com/sales/search/company?page=27&savedSearchId=1980479034&sessionId=yAkcMQFWTnmujx%2F%2Fj8ioSQ%3D%3D,https://www.linkedin.com/company/15134582/
Banca March,1 mil+ empleado,Banca,740880,[27],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=27&savedSearchId=1980479034&sessionId=yAkcMQFWTnmujx%2F%2Fj8ioSQ%3D%3D,https://www.linkedin.com/company/740880/
Elawan Energy,205 empleados,Generación de energía renovable,18575541,[27],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=27&savedSearchId=1980479034&sessionId=yAkcMQFWTnmujx%2F%2Fj8ioSQ%3D%3D,https://www.linkedin.com/company/18575541/
IEB,666 empleados,Enseñanza superior,81990,[27],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=27&savedSearchId=1980479034&sessionId=yAkcMQFWTnmujx%2F%2Fj8ioSQ%3D%3D,https://www.linkedin.com/company/81990/
Netquest,269 empleados,Investigación de mercado,60245,[27],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=27&savedSearchId=1980479034&sessionId=yAkcMQFWTnmujx%2F%2Fj8ioSQ%3D%3D,https://www.linkedin.com/company/60245/
Isdefe,"1,5 mil+ empleado",Servicios de ingeniería,164476,[27],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=27&savedSearchId=1980479034&sessionId=yAkcMQFWTnmujx%2F%2Fj8ioSQ%3D%3D,https://www.linkedin.com/company/164476/
Grupo Gallo,293 empleados,Servicios de alimentos y bebidas,10154569,[27],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=27&savedSearchId=1980479034&sessionId=yAkcMQFWTnmujx%2F%2Fj8ioSQ%3D%3D,https://www.linkedin.com/company/10154569/
Universidad Europea Miguel de Cervantes,672 empleados,Enseñanza superior,393674,[27],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=27&savedSearchId=1980479034&sessionId=yAkcMQFWTnmujx%2F%2Fj8ioSQ%3D%3D,https://www.linkedin.com/company/393674/
MSD España,455 empleados,Fabricación de productos farmacéuticos,33454421,[27],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=27&savedSearchId=1980479034&sessionId=yAkcMQFWTnmujx%2F%2Fj8ioSQ%3D%3D,https://www.linkedin.com/company/33454421/
GRUPO CAJAMAR,3 mil+ empleados,Banca,72783,[27],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=27&savedSearchId=1980479034&sessionId=yAkcMQFWTnmujx%2F%2Fj8ioSQ%3D%3D,https://www.linkedin.com/company/72783/
Grupo Vall Companys,564 empleados,Servicios de alimentos y bebidas,9249853,[27],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=27&savedSearchId=1980479034&sessionId=yAkcMQFWTnmujx%2F%2Fj8ioSQ%3D%3D,https://www.linkedin.com/company/9249853/
La Casa de las Carcasas,2 mil+ empleados,Comercio al por menor,11040095,[27],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=27&savedSearchId=1980479034&sessionId=yAkcMQFWTnmujx%2F%2Fj8ioSQ%3D%3D,https://www.linkedin.com/company/11040095/
Temporing,648 empleados,Servicios de recursos humanos,6980162,[27],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=27&savedSearchId=1980479034&sessionId=yAkcMQFWTnmujx%2F%2Fj8ioSQ%3D%3D,https://www.linkedin.com/company/6980162/
CH Carolina Herrera,552 empleados,Industria textil y moda,5220332,[27],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=27&savedSearchId=1980479034&sessionId=yAkcMQFWTnmujx%2F%2Fj8ioSQ%3D%3D,https://www.linkedin.com/company/5220332/
DCH - Organización Internacional de Directivos de Capital Humano,208 empleados,Servicios de recursos humanos,5349872,[27],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=27&savedSearchId=1980479034&sessionId=yAkcMQFWTnmujx%2F%2Fj8ioSQ%3D%3D,https://www.linkedin.com/company/5349872/
PcComponentes,653 empleados,"Fabricación de ordenadores, periféricos y artículos electrónicos",1545009,[27],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=27&savedSearchId=1980479034&sessionId=yAkcMQFWTnmujx%2F%2Fj8ioSQ%3D%3D,https://www.linkedin.com/company/1545009/
Diputació de Barcelona,"2,5 mil+ empleados",Administración pública,348352,[27],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=27&savedSearchId=1980479034&sessionId=yAkcMQFWTnmujx%2F%2Fj8ioSQ%3D%3D,https://www.linkedin.com/company/348352/
Globomedia,379 empleados,Producción multimedia,674934,[27],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=27&savedSearchId=1980479034&sessionId=yAkcMQFWTnmujx%2F%2Fj8ioSQ%3D%3D,https://www.linkedin.com/company/674934/
Blanquerna - Universitat Ramon Llull,979 empleados,Enseñanza superior,459056,[27],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=27&savedSearchId=1980479034&sessionId=yAkcMQFWTnmujx%2F%2Fj8ioSQ%3D%3D,https://www.linkedin.com/company/459056/
Eurecat - Centro Tecnológico,850 empleados,Servicios de investigación,9355193,[27],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=27&savedSearchId=1980479034&sessionId=yAkcMQFWTnmujx%2F%2Fj8ioSQ%3D%3D,https://www.linkedin.com/company/9355193/
LogiRAIL,1 mil+ empleado,Servicios públicos,80435621,[28],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=28&savedSearchId=1980479034&sessionId=JZQ0aC9tT4ug2RyOGiTyDg%3D%3D,https://www.linkedin.com/company/80435621/
Sevilla FC,499 empleados,Espectáculos deportivos,5266381,[28],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=28&savedSearchId=1980479034&sessionId=JZQ0aC9tT4ug2RyOGiTyDg%3D%3D,https://www.linkedin.com/company/5266381/
Zabala Innovation Spain,532 empleados,Consultoría y servicios a empresas,270812,[28],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=28&savedSearchId=1980479034&sessionId=JZQ0aC9tT4ug2RyOGiTyDg%3D%3D,https://www.linkedin.com/company/270812/
Fundación Adsis,375 empleados,Organizaciones sin ánimo de lucro,1020452,[28],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=28&savedSearchId=1980479034&sessionId=JZQ0aC9tT4ug2RyOGiTyDg%3D%3D,https://www.linkedin.com/company/1020452/
Nae,740 empleados,Consultoría y servicios a empresas,118399,[28],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=28&savedSearchId=1980479034&sessionId=JZQ0aC9tT4ug2RyOGiTyDg%3D%3D,https://www.linkedin.com/company/118399/
Eurofragance SLU,517 empleados,Fabricación de productos químicos,532696,[28],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=28&savedSearchId=1980479034&sessionId=JZQ0aC9tT4ug2RyOGiTyDg%3D%3D,https://www.linkedin.com/company/532696/
Baleària,1 mil+ empleado,Transporte marítimo,10075397,[28],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=28&savedSearchId=1980479034&sessionId=JZQ0aC9tT4ug2RyOGiTyDg%3D%3D,https://www.linkedin.com/company/10075397/
doValue en España,460 empleados,Servicios financieros,9440815,[28],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=28&savedSearchId=1980479034&sessionId=JZQ0aC9tT4ug2RyOGiTyDg%3D%3D,https://www.linkedin.com/company/9440815/
Médicos del Mundo,1 mil+ empleado,Organizaciones comunitarias y sociales,303852,[28],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=28&savedSearchId=1980479034&sessionId=JZQ0aC9tT4ug2RyOGiTyDg%3D%3D,https://www.linkedin.com/company/303852/
